Name,Season,Height,Weight,Position,School,Class,RSCI,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,ORTG,DRTG,AST/TOV,NBA GP,NBA MPG,NBA WS,NBA WSP48,NBA BPM,NBA VORP,NBA PLUSMINUS
Derrick Marks,2014-15,75,210,PG/SG,Boise State,4,,32,32,998,30.2,0.593,0.5660000000000001,0.333,0.252,573.0,2.1,12.9,7.6,26.1,3.8,1.7,11.5,33.5,4.1,2.2,6.4,0.255,7.5,3.6,11.1,117.1,92.4,1.41,0,0,0,0,0,0,0
David Kravish,2014-15,82,240,PF,California,4,278.0,33,33,973,17.7,0.506,0.484,0.041,0.183,357.0,6.9,20.2,13.6,8.7,0.8,4.9,11.9,22.9,1.1,1.5,2.7,0.109,0.4,2.2,2.5,100.8,99.1,0.76,0,0,0,0,0,0,0
LaDontae Henton,2014-15,77,215,SF,Providence,4,151.0,34,34,1257,21.8,0.551,0.508,0.366,0.37,578.0,5.6,15.3,10.4,5.5,2.2,1.5,10.1,27.6,3.4,1.8,5.3,0.16699999999999998,5.7,1.5,7.2,112.5,100.4,0.43,0,0,0,0,0,0,0
Darion Atkins,2014-15,80,240,PF,Virginia,4,320.0,33,27,789,20.6,0.515,0.511,0.005,0.226,251.0,12.1,18.7,15.5,6.6,2.3,5.8,13.1,20.7,1.3,2.4,3.7,0.188,2.4,5.2,7.6,106.6,83.6,0.62,0,0,0,0,0,0,0
Ben Simmons,2015-16,82,240,SF/PF,LSU,1,1.0,33,32,1151,29.0,0.6,0.561,0.008,0.769,674.0,9.6,26.8,18.2,27.4,3.1,2.5,17.4,26.4,3.9,2.1,6.0,0.207,7.0,3.3,10.3,117.2,98.4,1.42,255,34.3,28.3,.156,3.7,12.7,+1.7
Brandon Ingram,2015-16,81,195,SF,Duke,1,3.0,36,34,1246,22.5,0.552,0.525,0.403,0.35100000000000003,591.0,6.0,15.5,10.8,11.4,1.9,3.6,11.3,25.5,3.4,1.5,4.9,0.157,6.0,2.0,8.0,114.8,104.4,1.0,297,32.5,13.7,.068,-0.8,2.9,-1.3
Jaylen Brown,2015-16,78,225,SG/SF,California,1,4.0,34,34,939,17.6,0.518,0.471,0.27,0.574,476.0,4.4,16.6,10.8,15.3,1.7,2.2,17.9,31.4,1.0,1.8,2.7,0.117,1.1,2.5,3.6,98.5,97.2,0.65,322,27.3,17.5,.095,-0.5,3.3,+0.1
Kris Dunn,2015-16,76,220,PG,Providence,3,16.0,33,32,1088,23.3,0.541,0.499,0.275,0.462,575.0,3.5,14.8,9.0,41.8,4.3,1.9,18.8,28.1,2.2,2.3,4.5,0.166,4.7,5.4,10.1,106.1,95.0,1.78,227,24.3,3.9,.034,-1.8,0.2,0.0
Buddy Hield,2015-16,77,215,SG,Oklahoma,4,156.0,37,37,1309,28.2,0.665,0.623,0.536,0.333,801.0,4.0,13.1,8.8,12.7,1.8,1.4,14.0,30.2,5.7,1.9,7.6,0.233,10.6,2.2,12.8,124.0,101.6,0.66,362,28.6,14.0,.065,0.3,6.1,+1.1
Marquese Chriss,2015-16,82,235,PF,Washington,1,58.0,34,34,848,21.6,0.585,0.561,0.17800000000000002,0.382,427.0,9.8,11.6,10.7,6.3,1.9,5.8,14.7,24.1,1.9,1.2,3.1,0.14800000000000002,2.8,2.2,4.9,111.9,102.2,0.38,258,19.3,5.7,.055,-2.3,-0.4,-4.8
Domantas Sabonis,2015-16,82,240,PF/C,Gonzaga,2,200.0,36,31,1149,29.3,0.654,0.618,0.036000000000000004,0.499,616.0,11.7,28.3,20.7,11.3,1.1,2.7,16.0,25.5,4.6,2.8,7.5,0.26,5.7,2.5,8.2,124.7,91.2,0.7,335,26.9,25.3,.135,1.0,6.7,-0.7
Jamal Murray,2015-16,76,205,PG/SG,Kentucky,1,10.0,36,36,1267,22.7,0.59,0.5589999999999999,0.515,0.28300000000000003,649.0,4.9,11.2,8.2,12.1,1.6,0.9,12.1,27.3,4.4,1.7,6.1,0.193,8.1,1.4,9.5,120.3,102.8,0.94,341,30.0,20.5,.096,0.2,5.6,+5.4
Dejounte Murray,2015-16,77,170,PG/SG,Washington,1,49.0,34,34,1139,16.8,0.485,0.451,0.243,0.342,565.0,4.1,13.7,8.8,25.6,2.8,0.8,16.3,25.8,1.2,1.6,2.8,0.099,1.9,1.8,3.6,99.7,102.0,1.37,227,22.3,8.0,.076,0.1,2.7,+1.6
Malik Beasley,2015-16,77,190,SG,Florida State,1,39.0,34,33,1014,20.8,0.583,0.541,0.361,0.326,483.0,5.0,15.1,10.1,9.8,1.8,0.6,11.5,24.2,2.9,1.1,4.0,0.158,5.2,1.0,6.2,117.5,105.4,0.86,254,19.5,7.7,.075,-0.9,1.3,+0.1
Deyonta Davis,2015-16,82,240,PF/C,Michigan State,1,26.0,35,16,650,23.9,0.601,0.598,0.0,0.191,242.0,13.5,19.0,16.5,7.5,0.8,10.2,12.1,19.3,1.7,1.6,3.3,0.204,3.4,4.5,7.8,121.4,91.1,0.87,107,12.1,3.6,.131,-2.1,0.0,-3.1
Skal Labissiere,2015-16,84,215,PF/C,Kentucky,1,2.0,36,18,567,18.6,0.54,0.516,0.011,0.326,214.0,7.3,14.7,11.1,3.6,0.9,10.3,13.1,22.2,0.9,1.1,2.0,0.141,-1.3,4.0,2.6,107.9,97.1,0.33,148,17.5,4.4,.081,-2.3,-0.2,+2.1
Damian Jones,2015-16,83,245,C,Vanderbilt,3,87.0,33,33,866,23.3,0.584,0.59,0.01,0.5379999999999999,426.0,9.9,17.3,13.9,10.2,0.5,5.9,14.2,26.8,2.0,1.8,3.8,0.175,3.1,3.0,6.2,110.4,95.8,0.58,126,13.3,5.0,.144,-1.7,0.1,-9.1
Brice Johnson,2015-16,82,210,PF,UNC,4,45.0,40,39,1121,33.0,0.649,0.614,0.0,0.423,612.0,11.6,28.7,20.4,9.7,2.2,5.5,12.0,25.0,5.0,2.6,7.6,0.271,8.5,4.2,12.7,130.1,92.4,0.82,21,5.1,0.1,.062,-0.6,0.0,+0.1
Jakob Poeltl,2015-16,85,240,C,Utah,2,,36,36,1093,31.1,0.665,0.6459999999999999,0.0,0.674,596.0,11.9,22.1,17.4,13.9,1.1,5.0,13.7,25.6,4.9,1.9,6.8,0.25,7.6,2.8,10.4,128.7,98.5,0.95,322,17.5,19.4,.165,0.8,3.9,+4.7
Henry Ellenson,2015-16,83,245,PF/C,Marquette,1,9.0,33,33,1107,20.9,0.534,0.48,0.239,0.439,536.0,7.8,24.2,16.5,11.0,1.4,4.4,12.9,26.7,2.0,2.0,4.0,0.14300000000000002,2.8,1.1,3.9,106.3,98.5,0.76,83,9.5,0.4,.023,-3.7,-0.3,+1.9
Malachi Richardson,2015-16,78,200,SG,Syracuse,1,34.0,37,37,1272,13.8,0.51,0.465,0.544,0.381,458.0,1.7,12.1,6.9,12.8,2.0,0.9,14.0,23.2,1.5,1.8,3.3,0.104,1.4,2.1,3.5,102.6,102.3,0.97,70,8.9,-0.1,-0.009,-6.1,-0.7,-7.4
Denzel Valentine,2015-16,77,210,SG/SF,Michigan State,4,112.0,31,30,1022,29.7,0.608,0.579,0.527,0.214,622.0,3.0,21.2,12.8,45.8,1.9,0.7,14.8,28.5,5.0,2.2,7.2,0.284,11.3,4.3,15.6,127.1,94.1,2.84,210,20.4,4.3,.048,-1.7,0.3,+0.7
Caris LeVert,2015-16,79,190,SG,Michigan,4,239.0,15,14,464,28.8,0.636,0.596,0.401,0.42,252.0,2.4,18.9,10.6,33.3,2.0,0.7,11.4,25.6,2.2,0.7,2.8,0.243,8.5,2.9,11.4,129.4,102.1,2.96,233,26.1,8.1,.064,-0.6,2.2,+0.1
Patrick McCaw,2015-16,78,180,SG,UNLV,2,198.0,33,32,1113,21.3,0.591,0.56,0.515,0.294,482.0,3.6,12.4,8.0,22.7,3.9,1.2,14.2,20.3,2.7,2.2,5.0,0.179,3.9,3.7,7.6,117.1,96.0,1.88,199,16.9,4.4,.062,-2.8,-0.6,-11.8
Cheick Diallo,2015-16,81,220,PF/C,Kansas,1,5.0,27,1,202,20.5,0.5720000000000001,0.569,0.0,0.466,74.0,10.4,27.1,19.4,0.9,2.0,11.9,19.4,21.7,0.2,0.6,0.8,0.159,-1.6,5.4,3.7,101.3,85.5,0.06,180,12.0,6.3,.140,-1.3,0.4,-7.1
Taurean Prince,2015-16,80,220,SF,Baylor,4,188.0,34,34,1040,20.8,0.537,0.493,0.339,0.337,509.0,9.2,14.8,12.0,14.8,2.4,2.7,15.3,28.1,2.4,1.4,3.8,0.14800000000000002,5.3,1.3,6.6,109.7,102.7,0.85,289,25.9,5.8,.037,-1.9,0.1,-0.6
Stephen Zimmerman,2015-16,83,235,PF/C,UNLV,1,11.0,26,24,680,17.6,0.519,0.488,0.079,0.472,264.0,8.8,26.5,17.7,6.4,1.1,7.5,17.1,21.9,0.5,1.6,2.1,0.122,-0.9,2.3,1.4,98.7,92.7,0.41,19,5.7,0.0,-0.005,-8.3,-0.2,-11.0
DeAndre Bembry,2015-16,77,205,SG/SF,St. Joseph's,3,221.0,36,35,1341,22.4,0.539,0.513,0.258,0.358,640.0,4.3,18.0,11.3,24.1,2.2,2.5,11.2,24.4,3.4,2.5,5.8,0.174,4.7,3.4,8.2,113.2,97.8,2.21,0,0,0,0,0,0,0
Wade Baldwin,2015-16,76,200,PG/SG,Vanderbilt,2,131.0,33,30,1002,20.7,0.5710000000000001,0.4920000000000001,0.32,0.614,505.0,1.5,11.6,7.0,33.7,2.3,1.0,18.2,25.3,2.7,1.8,4.5,0.179,4.1,3.0,7.1,112.7,97.7,1.89,56,10.3,-0.3,-0.028,-5.3,-0.5,-19.2
Malcolm Brogdon,2015-16,77,225,SG,Virginia,4,98.0,37,37,1263,25.1,0.585,0.532,0.382,0.31,626.0,2.1,13.4,7.9,19.5,1.8,0.9,8.3,28.4,4.9,2.1,7.0,0.222,8.1,3.2,11.3,122.5,99.9,2.21,283,29.7,20.7,.118,0.8,6.0,+2.4
Gary Payton,2015-16,75,185,PG/SG,Oregon State,4,,32,32,1096,25.9,0.532,0.512,0.166,0.29100000000000004,558.0,7.8,18.0,12.8,32.9,4.3,1.7,13.3,25.6,3.0,2.1,5.0,0.184,6.7,4.4,11.2,112.8,97.1,2.18,1335,35.3,145.5,.148,3.3,62.5,+3.4
Pascal Siakam,2015-16,81,230,PF,New Mexico State,2,,34,34,1176,31.6,0.569,0.542,0.029,0.396,650.0,13.4,23.6,18.8,12.1,1.7,6.5,10.0,29.1,4.4,3.4,7.8,0.266,5.5,2.7,8.2,119.7,86.7,0.87,313,27.2,24.0,.136,1.3,7.0,+7.2
Diamond Stone,2015-16,82,255,C,Maryland,1,6.0,35,22,807,26.7,0.61,0.568,0.0,0.456,407.0,12.4,14.5,13.6,4.2,1.3,7.1,12.9,26.7,2.6,1.5,4.1,0.204,3.8,2.0,5.8,118.4,98.1,0.28,7,3.4,-0.1,-0.211,-20.8,-0.1,-63.2
Demetrius Jackson,2015-16,73,195,PG,Notre Dame,3,34.0,35,35,1259,21.0,0.56,0.514,0.381,0.325,577.0,3.0,8.0,5.6,25.1,2.1,0.8,13.3,24.1,3.8,0.6,4.4,0.141,5.2,0.8,6.1,117.9,112.2,2.16,26,5.2,0.2,.087,-0.5,0.1,-22.3
Anthony Barber,2015-16,75,175,PG,NC State,3,25.0,33,33,1278,23.9,0.5529999999999999,0.471,0.208,0.479,750.0,1.7,11.1,6.3,25.2,1.0,0.2,10.8,30.0,4.9,0.5,5.5,0.172,5.8,0.2,6.1,119.5,112.9,1.73,0,0,0,0,0,0,0
Joel Bolomboy,2015-16,81,225,PF,Weber State,4,,33,33,1041,29.1,0.634,0.602,0.163,0.677,551.0,13.1,31.3,23.0,7.4,1.3,3.6,14.9,26.1,3.8,2.7,6.5,0.248,3.7,0.6,4.3,121.1,90.1,0.45,18,5.1,0.3,.132,-0.1,0.0,-2.4
Michael Gbinije,2015-16,79,205,SG/SF,Syracuse,4,28.0,37,37,1403,20.9,0.574,0.5539999999999999,0.477,0.328,632.0,3.2,8.8,6.0,26.3,3.1,1.1,15.7,24.8,3.6,2.1,5.7,0.162,5.3,3.1,8.4,113.4,101.8,1.51,9,3.6,-0.1,-0.136,-12.1,-0.1,+0.1
Kahlil Felder,2015-16,69,175,PG,Oakland,3,,35,35,1286,28.7,0.5720000000000001,0.502,0.35,0.461,946.0,2.2,9.8,6.1,50.0,2.9,0.5,13.9,31.3,6.2,1.4,7.6,0.237,7.5,0.8,8.3,122.9,105.9,2.7,58,9.1,-0.4,-0.041,-4.7,-0.4,-11.1
Isaiah Whitehead,2015-16,76,210,PG/SG,Seton Hall,2,14.0,34,33,1098,20.5,0.511,0.458,0.434,0.383,624.0,1.8,9.8,5.9,33.0,2.1,4.5,16.4,31.6,2.1,2.1,4.2,0.153,6.0,2.9,8.9,104.5,97.4,1.45,89,20.5,-0.9,-0.025,-5.0,-1.4,+5.5
Daniel Hamilton,2015-16,79,200,SG/SF,UConn,2,17.0,36,36,1147,20.0,0.4920000000000001,0.444,0.345,0.243,501.0,3.5,27.1,16.1,29.2,2.0,1.5,15.6,25.1,1.8,3.0,4.7,0.165,4.0,4.0,8.0,104.0,89.9,2.0,25,9.3,0.0,.000,-3.3,-0.1,-4.1
Tyler Ulis,2015-16,70,150,PG,Kentucky,2,19.0,35,35,1288,24.0,0.5670000000000001,0.4970000000000001,0.362,0.441,666.0,1.7,7.1,4.6,34.3,2.3,0.3,11.4,23.3,5.4,1.7,7.1,0.221,7.9,2.4,10.3,128.8,103.6,3.57,133,20.9,0.5,.008,-3.6,-1.1,-0.2
Isaiah Cousins,2015-16,76,190,PG/SG,Oklahoma,4,260.0,37,37,1232,15.9,0.506,0.484,0.38,0.233,507.0,2.1,11.9,7.3,25.1,2.3,0.8,16.0,21.8,1.9,1.9,3.8,0.123,2.7,2.8,5.4,106.3,101.3,1.91,0,0,0,0,0,0,0
Ben Bentil,2015-16,80,230,PF,Providence,2,95.0,35,33,1198,24.8,0.5670000000000001,0.51,0.29600000000000004,0.465,659.0,8.4,16.7,12.4,8.0,1.4,3.1,9.3,29.6,3.8,2.0,5.8,0.193,6.3,1.9,8.2,115.7,100.0,0.6,3,3.3,-0.1,-0.473,-25.9,-0.1,-54.1
Wayne Selden,2015-16,77,230,SG,Kansas,3,13.0,38,37,1134,17.9,0.5760000000000001,0.5660000000000001,0.474,0.29100000000000004,493.0,3.3,9.6,6.6,16.3,1.4,1.0,13.5,23.1,2.7,1.7,4.4,0.156,5.0,2.4,7.3,114.0,101.0,1.41,124,19.1,0.1,.003,-4.7,-1.6,-4.3
AJ Hammons,2015-16,84,260,C,Purdue,4,75.0,33,20,813,31.0,0.623,0.601,0.033,0.378,431.0,11.5,24.9,18.7,10.5,0.7,10.4,14.1,28.6,2.7,2.2,4.9,0.241,6.5,5.3,11.9,117.7,88.7,0.57,0,0,0,0,0,0,0
Perry Ellis,2015-16,80,220,PF,Kansas,4,32.0,38,38,1150,24.0,0.605,0.563,0.14300000000000002,0.397,581.0,7.2,14.5,11.1,8.5,0.9,1.7,9.6,25.4,4.2,1.9,6.1,0.211,7.1,2.2,9.3,123.6,99.7,0.88,0,0,0,0,0,0,0
Zach Auguste,2015-16,82,240,PF,Notre Dame,4,108.0,36,36,1065,25.6,0.581,0.56,0.0,0.557,506.0,14.0,27.7,21.2,7.2,1.3,3.7,16.9,26.0,2.8,1.5,4.2,0.159,3.6,0.6,4.2,112.3,102.8,0.43,0,0,0,0,0,0,0
Danuel House,2015-16,79,215,SG/SF,Texas A&M,4,26.0,36,34,1114,17.4,0.516,0.476,0.52,0.353,512.0,3.8,12.9,8.4,14.0,1.0,1.2,10.5,27.0,2.2,1.8,4.1,0.147,4.6,1.5,6.1,108.4,99.9,1.2,153,26.5,7.4,.087,-1.0,1.0,+1.2
Troy Williams,2015-16,79,215,SF,Indiana,3,53.0,35,34,916,22.1,0.5870000000000001,0.5529999999999999,0.236,0.509,449.0,6.9,19.2,13.3,13.9,2.5,3.1,19.1,26.4,2.2,1.6,3.9,0.168,3.6,2.6,6.3,111.0,98.4,0.75,72,16.3,1.3,.054,-2.6,-0.2,-10.0
Ron Baker,2015-16,76,215,SG,Wichita State,4,,35,35,1106,22.0,0.557,0.509,0.485,0.358,468.0,1.9,16.2,8.7,21.7,2.9,2.5,10.9,23.1,2.9,3.1,6.0,0.215,5.5,5.1,10.6,116.1,87.9,2.09,96,14.5,0.2,.008,-3.8,-0.6,+2.6
James Webb,2015-16,81,200,SF/PF,Boise State,3,,31,31,944,24.5,0.565,0.532,0.304,0.441,463.0,9.2,27.0,17.9,7.7,2.6,2.5,10.2,25.4,2.6,2.1,4.7,0.199,3.8,1.5,5.3,115.5,94.2,0.69,10,12.0,-0.1,-0.041,-8.3,-0.2,-10.9
Tyrone Wallace,2015-16,77,205,PG/SG,California,4,92.0,28,25,901,19.7,0.513,0.477,0.245,0.449,446.0,3.5,14.3,9.1,28.5,1.8,1.3,15.1,27.4,1.8,1.6,3.4,0.149,3.6,3.0,6.6,106.6,98.8,1.66,106,15.5,0.2,.006,-5.1,-1.3,+0.9
Julian Jacobs,2015-16,76,180,PG/SG,USC,3,303.0,31,31,960,18.0,0.541,0.498,0.168,0.456,417.0,3.6,12.6,8.3,30.3,2.2,1.3,19.9,20.6,1.9,1.3,3.1,0.131,2.7,2.3,5.0,109.9,103.2,2.02,0,0,0,0,0,0,0
Derrick Jones,2015-16,79,190,SF,UNLV,1,48.0,30,15,646,24.2,0.611,0.607,0.17800000000000002,0.607,309.0,8.6,13.4,11.0,8.1,2.3,6.2,11.3,23.2,1.8,1.3,3.1,0.193,1.9,2.4,4.3,118.6,96.3,0.67,213,20.7,10.8,.118,-0.7,1.5,+0.9
Isaiah Miles,2015-16,80,220,SF/PF,St. Joseph's,4,306.0,36,36,1239,25.2,0.65,0.6,0.397,0.376,583.0,7.6,17.8,12.8,5.1,1.0,3.2,7.6,21.9,4.9,2.0,7.0,0.224,6.4,1.5,7.9,132.4,100.1,0.76,0,0,0,0,0,0,0
Dorian Finney-Smith,2015-16,80,215,SF/PF,Florida,4,24.0,36,36,1145,22.1,0.569,0.528,0.499,0.426,514.0,7.9,19.4,13.5,13.0,1.6,2.6,12.7,22.4,3.1,2.2,5.3,0.185,6.3,3.3,9.5,116.8,96.8,1.09,287,25.2,11.5,.076,-1.6,0.8,+2.0
Marcus Paige,2015-16,74,165,PG,UNC,4,30.0,34,34,1075,17.4,0.537,0.503,0.588,0.263,418.0,1.6,7.1,4.4,18.6,2.1,1.5,9.5,19.4,2.9,1.3,4.2,0.154,5.1,2.8,8.0,122.3,104.8,3.05,5,5.6,0.0,-0.006,-8.8,0.0,+18.8
Kyle Wiltjer,2015-16,82,245,PF,Gonzaga,4,20.0,36,36,1209,25.6,0.615,0.5770000000000001,0.389,0.278,657.0,6.2,14.2,10.5,9.0,0.6,2.4,11.0,28.4,4.7,2.1,6.8,0.225,7.6,1.2,8.8,122.5,98.8,0.72,14,3.1,0.0,-0.039,-5.4,0.0,-43.7
Isaiah Taylor,2015-16,74,180,PG,Texas,3,323.0,33,33,1019,21.4,0.525,0.445,0.161,0.517,527.0,1.5,8.9,5.2,35.3,1.7,0.7,11.4,27.0,3.1,1.1,4.3,0.16699999999999998,4.8,2.4,7.2,115.3,105.8,2.69,71,17.2,0.6,.024,-4.5,-0.8,+4.4
Robert Carter,2015-16,80,250,PF,Maryland,3,27.0,36,36,950,24.0,0.622,0.596,0.254,0.336,435.0,8.3,21.0,15.3,14.9,1.9,4.9,18.2,24.0,2.5,2.0,4.5,0.19,4.6,3.8,8.4,114.7,94.9,0.85,0,0,0,0,0,0,0
Sheldon McClellan,2015-16,78,200,SG,Miami,4,45.0,35,34,1151,23.1,0.645,0.584,0.393,0.544,511.0,2.1,9.2,5.9,9.9,1.9,0.8,9.1,22.4,4.5,1.3,5.8,0.201,6.5,2.5,9.0,130.9,105.5,1.27,30,9.6,0.5,.076,-2.3,0.0,-10.7
Alex Poythress,2015-16,80,240,PF,Kentucky,4,7.0,31,23,732,21.3,0.643,0.619,0.116,0.515,284.0,8.8,19.2,14.3,2.5,1.5,2.8,13.1,19.3,2.2,1.4,3.5,0.193,3.2,2.5,5.7,125.1,97.5,0.27,52,10.9,1.0,.086,-3.6,-0.2,-6.1
Jake Layman,2015-16,81,210,SF,Maryland,4,69.0,36,36,1112,18.8,0.64,0.602,0.514,0.339,381.0,4.4,14.4,9.9,7.0,2.1,3.4,15.8,18.2,2.4,2.0,4.4,0.159,4.8,3.3,8.2,118.0,98.6,0.67,197,14.1,3.6,.063,-2.2,-0.1,-0.6
Jarrod Uthoff,2015-16,82,215,PF,Iowa,4,114.0,33,33,1016,28.0,0.5589999999999999,0.515,0.355,0.308,538.0,5.1,16.8,11.0,7.6,1.8,9.0,6.4,29.1,3.4,2.0,5.4,0.212,7.9,3.9,11.8,118.0,96.3,0.95,16,10.5,0.2,.062,-2.9,0.0,-15.0
Damion Lee,2015-16,78,210,SG,Louisville,4,247.0,30,30,1007,20.3,0.5710000000000001,0.514,0.504,0.377,432.0,2.2,11.1,6.7,10.7,2.8,0.1,10.7,23.3,3.0,2.1,5.2,0.206,4.8,4.2,8.9,120.9,94.6,1.18,0,0,0,0,0,0,0
Josh Adams,2015-16,74,190,PG,Wyoming,4,,30,30,1106,27.9,0.604,0.539,0.516,0.516,730.0,2.1,15.0,9.0,34.2,2.4,1.8,15.7,37.8,3.9,1.2,5.1,0.185,6.7,0.6,7.2,111.9,106.1,1.11,0,0,0,0,0,0,0
Georges Niang,2015-16,80,230,SF/PF,Iowa State,4,71.0,35,35,1162,25.9,0.625,0.6,0.276,0.23,679.0,4.8,15.6,10.6,19.2,1.5,1.8,13.8,28.7,4.2,1.4,5.6,0.192,7.1,1.6,8.7,118.6,104.7,1.27,202,10.8,3.8,.083,-1.1,0.5,-4.3
Yogi Ferrell,2015-16,72,180,PG,Indiana,4,21.0,35,35,1215,22.9,0.6,0.55,0.439,0.383,649.0,3.5,9.3,6.6,28.4,1.8,0.1,14.8,24.2,5.1,1.4,6.5,0.213,6.8,0.7,7.6,127.6,105.5,2.22,251,20.4,7.4,.070,-1.4,0.8,+3.5
Kaleb Tarczewski,2015-16,84,245,C,Arizona,4,8.0,26,24,712,19.6,0.5920000000000001,0.5329999999999999,0.0,0.787,251.0,11.6,26.4,19.5,4.2,0.6,4.9,14.2,16.6,1.7,1.6,3.3,0.185,3.0,3.4,6.4,121.5,93.7,0.5,0,0,0,0,0,0,0
Tim Quarterman,2015-16,78,190,SG,LSU,3,71.0,33,27,952,17.5,0.53,0.5,0.493,0.468,399.0,5.9,11.5,8.7,22.3,1.8,1.4,13.2,20.0,2.0,0.9,2.9,0.121,4.4,0.7,5.0,112.9,107.6,2.26,19,4.9,-0.1,-0.049,-3.8,0.0,-6.7
Rosco Allen,2015-16,81,220,SF,Stanford,3,79.0,30,30,1018,19.3,0.56,0.507,0.496,0.513,437.0,5.4,17.0,11.1,11.1,2.0,0.6,12.6,24.0,2.3,1.3,3.6,0.141,4.6,1.3,5.9,112.5,104.3,0.83,0,0,0,0,0,0,0
AJ English,2015-16,75,180,PG/SG,Iona,4,,28,28,1005,25.6,0.598,0.54,0.579,0.431,633.0,1.7,13.2,7.6,34.3,2.4,1.4,16.0,30.3,3.7,1.3,5.0,0.199,6.5,0.5,7.0,117.1,103.2,1.72,0,0,0,0,0,0,0
Devin Thomas,2015-16,81,250,PF,Wake Forest,4,268.0,29,29,891,23.8,0.561,0.542,0.0,0.732,452.0,10.8,24.7,17.8,17.4,1.2,5.0,16.7,25.9,1.9,1.0,3.0,0.133,4.0,2.0,5.9,109.0,105.3,0.86,0,0,0,0,0,0,0
Ryan Anderson,2015-16,81,235,PF,Arizona,4,98.0,33,33,963,26.0,0.604,0.5489999999999999,0.022,0.652,485.0,12.7,26.2,19.9,5.4,1.4,2.0,13.1,24.6,3.3,2.1,5.4,0.225,5.6,2.1,7.8,121.8,94.1,0.41,0,0,0,0,0,0,0
Chinanu Onuaku,2015-16,82,245,C,Louisville,2,68.0,31,29,762,26.4,0.62,0.62,0.005,0.253,314.0,13.7,25.8,19.8,12.9,1.9,9.6,20.8,20.5,1.8,2.3,4.2,0.218,4.1,6.3,10.5,114.7,84.9,0.78,6,12.3,0.1,.043,-5.4,-0.1,-39.8
Anthony Gill,2015-16,80,230,PF,Virginia,4,94.0,37,37,1037,26.4,0.624,0.583,0.006,0.531,471.0,10.6,18.3,14.5,5.8,1.5,2.6,9.3,24.7,4.1,1.9,6.0,0.231,6.0,2.5,8.5,126.8,97.8,0.67,13,5.5,0.0,.026,-4.1,0.0,-19.1
Shawn Long,2015-16,82,250,PF,Louisiana Lafayette,4,,34,33,1042,30.0,0.579,0.544,0.151,0.53,618.0,13.9,28.9,21.2,9.9,1.3,5.7,14.1,28.8,3.6,2.1,5.7,0.218,5.8,0.4,6.1,116.8,96.1,0.52,0,0,0,0,0,0,0
Jalen Jones,2015-16,79,225,SF,Texas A&M,4,293.0,33,28,902,19.5,0.511,0.466,0.255,0.415,444.0,7.7,20.7,14.2,5.0,1.4,1.2,9.7,29.9,1.7,1.9,3.7,0.162,2.8,1.6,4.3,106.4,95.0,0.4,0,0,0,0,0,0,0
Tyler Harris,2015-16,81,220,PF,Auburn,4,123.0,30,29,855,18.2,0.518,0.468,0.116,0.624,417.0,9.9,18.3,13.9,11.2,1.4,1.7,15.9,26.8,1.1,0.9,2.0,0.093,1.3,-0.3,0.9,101.8,106.8,0.53,0,0,0,0,0,0,0
Andrew Andrews,2015-16,74,205,SG,Washington,4,318.0,34,34,1150,24.1,0.58,0.476,0.416,0.696,719.0,4.2,12.7,8.4,26.6,2.1,0.1,13.4,26.9,4.4,1.4,5.8,0.202,7.0,1.8,8.8,121.7,104.3,1.74,0,0,0,0,0,0,0
Prince Ibeh,2015-16,83,260,C,Texas,4,58.0,32,22,579,14.8,0.537,0.5710000000000001,0.0,0.736,149.0,14.0,18.0,15.9,0.7,0.9,11.9,24.6,14.5,0.3,1.1,1.4,0.096,-1.7,4.8,3.1,98.5,97.4,0.05,0,0,0,0,0,0,0
Stefan Jankovic,2015-16,83,235,PF,Hawaii,3,204.0,33,33,817,28.0,0.6409999999999999,0.595,0.265,0.568,458.0,8.2,21.9,15.2,10.8,1.4,5.4,12.6,27.4,3.2,2.0,5.2,0.253,5.6,2.3,7.9,123.3,91.4,0.67,0,0,0,0,0,0,0
Brannen Greene,2015-16,79,215,SG/SF,Kansas,3,35.0,30,1,371,19.0,0.747,0.708,0.75,0.595,143.0,1.3,17.1,9.8,11.4,1.4,0.3,20.6,18.3,1.1,0.7,1.8,0.191,5.7,3.1,8.9,127.0,98.1,0.89,0,0,0,0,0,0,0
DVauntes Smith-Rivera,2015-16,75,215,PG/SG,Georgetown,4,36.0,33,33,1168,19.3,0.551,0.501,0.531,0.344,539.0,2.3,9.3,5.9,27.5,2.4,0.9,12.5,24.0,3.0,1.3,4.3,0.146,4.7,1.5,6.2,114.1,105.7,2.17,0,0,0,0,0,0,0
Goodluck Okonoboh,2015-16,82,225,C,UNLV,2,28.0,6,2,91,10.5,0.38,0.381,0.0,0.667,24.0,10.5,10.4,10.5,3.9,3.0,7.7,17.8,17.4,-0.1,0.2,0.1,0.046,-3.1,4.2,1.1,80.6,95.5,0.33,0,0,0,0,0,0,0
